"Stock","Client Name","Client Category","Action*","Reported To/By Exchange","Quantity","Post Transaction Holding","Traded %","Avg. Price","Value","Period","Regulation (Insider/SAST)","Security Type","Mode"
"Fusion Micro Finance","Vikash Sharma","Designated Person","Acquisition","2026-08-06","3300","3325","0.00","165.0","544,401","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"Fusion Micro Finance","Manpreet Singh","Designated Person","Acquisition","2026-08-06","1045","1045","0.00","165.0","172,394","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"Steel Exchange","Suresh Kumar Bandi","Promoter and Director","Acquisition","2026-08-06","4331500","45472020","0.34","11.5","49,855,565","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Inheritance"
"3B Films","Dishank Nitin Babariya","Promoter and Director","Disposal","2026-08-06","78000","884370","0.28","16.0","1,245,660","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"Steel Exchange","Late Suguna Bandi","Promoter Group","Disposal","2026-08-06","4331500","0
                
                
                    (0%)","0.34","11.5","49,855,565","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Inheritance"
"Fusion Micro Finance","Dinesh Sharma","Designated Person","Acquisition","2026-08-06","2475","3075","0.00","165.0","408,301","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"Fusion Micro Finance","Ashish Mehta","Other","Acquisition","2026-08-06","3600","3800","0.00","165.0","593,892","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"BMW Ventures","SHIVANSH KISHOREPURIA","Promoter Group","Acquisition","2026-08-06","85000","85000","0.10","60.1","5,107,928","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"Fusion Micro Finance","Gurmeet Singh","Designated Person","Acquisition","2026-08-06","4950","7000","0.00","165.0","816,602","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"3B Films","Dishank Nitin Babariya","Promoter and Director","Disposal","2026-08-06","24000","962370","0.09","16.6","398,400","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"Premier Polyfilm","D L Millar & Co Ltd","Promoter","Disposal","2026-08-06","82001","15957204","0.08","","-","23 Jul 2026  23 Jul 2026","SAST (29(2))","-","Market"
"Prabhatam Infra Venture","Mayank Gupta & Others","Promoter","Acquisition","2026-08-06","139060350","152160350","62.77","","-","23 Jul 2026  23 Jul 2026","SAST (29(2))","-","Preferential Issue"
"Raconteur Global ","SN Capital Management Pvt Ltd","Other","Acquisition","2026-08-06","714285","714285","5.38","","-","02 Jul 2026  02 Jul 2026","SAST (29(1))","-","Pref. Allotment"
"Quest Flow Controls","India Futuristic Marine Pvt Ltd & PACs","Promoter","Disposal","2026-08-06","461593","2874349","4.50","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Off Market"
"Prabhatam Infra Venture","RRKK Media Pvt Ltd","Other","Acquisition","2026-08-06","18500000","18500000","8.35","","-","23 Jul 2026  23 Jul 2026","SAST (29(1))","-","Allotment"
"Quantum Digital ","Dushyant Bapna","Other","Disposal","2026-08-06","25000","225000","0.82","","-","17 Jul 2026  17 Jul 2026","SAST (29(2))","-","Market"
"Piramal Pharma","HDFC Mutual Fund","Other","Disposal","2026-08-06","26688471","93393655","2","","-","14 Jul 2026  14 Jul 2026","SAST (29(2))","-","Market"
"Prime Industries","Race Eco Chain Ltd & PACs","Other","Disposal","2026-08-06","210000","5031175","0.99","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"Pondy Oxides & Chem","Manju Bansal","Promoter","Disposal","2026-08-06","900000","1323308","2.95","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Market"
"Premier Polyfilm","D L Millar & Co. Ltd","Promoter","Disposal","2026-08-06","82001","15957204","0.08","","-","23 Jul 2026  23 Jul 2026","SAST (29(2))","-","Market"
"Raconteur Global ","Anaaya Management Consultancy Pvt Ltd","Other","Acquisition","2026-08-06","1785714","1786297","13.44","","-","02 Jul 2026  02 Jul 2026","SAST (29(1))","-","Pref. Allotment"
"Pearl Green Clubs","Jhala Rekhadevi Vijaysingh","Promoter","Disposal","2026-08-06","29400","77400","1.09","","-","06 Jul 2026  07 Jul 2026","SAST (29(2))","-","Market"
"Parnax Lab","Prakash Mahasukhlal Shah","Promoter","Acquisition","2026-08-06","361872","1563548","3.15","","-","20 Jul 2026  20 Jul 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"ABC Gas Intl","Abhishek Kamdar & PACs","Other","Disposal","2026-08-06","1262148","5074838","3.42","","-","06 Jul 2026  06 Jul 2026","SAST (29(2))","-","Market"
"PB Fintech","HDFC Mutual Fund & Others","Other","Acquisition","2026-08-06","129068","23206588","0.03","","-","14 Jul 2026  14 Jul 2026","SAST (29(1))","-","Market"
"Nureca","Saurabh Goyal","Other","Acquisition","2026-08-06","3219113","-","33.74","","-","02 Jul 2026  02 Jul 2026","SAST (10(6))","-","-"
"Trimurthi","Vupparapalli Chandrasekhar Reddy & Others","Promoter","Acquisition","2026-08-06","775000","3630733","1.29","","-","09 Jul 2026  09 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"ABC Gas Intl","Abhishek Kamdar & PAC","Other","Disposal","2026-08-06","1262148","5074838","3.42","","-","06 Jul 2026  06 Jul 2026","SAST (29(2))","-","Market"
"PB Fintech","MacRitchie Investments Pte Ltd","Other","Disposal","2026-08-06","11369920","18572076","2.46","","-","03 Jul 2026  03 Jul 2026","SAST (29(2))","-","Market"
"Odyssey Corporation","Himanshu Mehta & Others","Promoter","Acquisition","2026-08-06","7850000","43172696","8.77","","-","03 Jul 2026  03 Jul 2026","SAST (29(2))","-","Preferential Issue"
"PC Jeweller","EBISU Global Opportunities Fund Ltd","Other","Acquisition","2026-08-06","50500000","50500000","5.20","","-","30 Mar 2026  13 Apr 2026","SAST (29(2))","-","Conv. of Warrants"
"Nikki Global Finance","Kamal Kishore Chaurasia","Promoter","Disposal","2026-08-06","160000","91498","4.67","","-","27 Jul 2026  27 Jul 2026","SAST (29(2))","-","Market"
"NEO Infracon","Darshik D Mehta","Promoter","Acquisition","2026-08-06","1694","389475","0.03","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"PC Jeweller","Unico Global Opportunities Fund Ltd","Other","Disposal","2026-08-06","36483698","429589012","0.60","","-","01 Apr 2026  03 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"Osiajee Texfab","Lokesh Goyal","Other","Disposal","2026-08-06","132911","89980","2.45","","-","18 Aug 2025  08 Feb 2026","SAST (29(2))","-","Market"
"Nitco","Vivek Prannath Talwar","Promoter","Acquisition","2026-08-06","5505935","60529741","2.18","","-","24 Jul 2026  24 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"Nureca","Aryan Goyal","Promoter","Disposal","2026-08-06","1159185","-","12.15","","-","02 Jul 2026  02 Jul 2026","SAST (29(2))","-","Transfer"
"Paisalo Digital","SBI Life Insurance Company Ltd","Other","Disposal","2026-08-06","5000000","57114267","0.55","","-","01 Jul 2026  01 Jul 2026","SAST (29(2))","-","Market"
"PC Jeweller","Unico Global Opportunities Fund Ltd","Other","Acquisition","2026-08-06","466072710","466072710","5.57","","-","25 Jul 2025  30 Mar 2026","SAST (29(2))","-","Conv. of Warrants"
"Page Industries","ICICI Prudential Mutual Fund","Other","Disposal","2026-08-06","257409","533187","2.30","","-","04 Mar 2026  08 Jul 2026","SAST (29(2))","-","Market"
"Novartis","Novartis AG","Promoter","Disposal","2026-08-06","17450680","-","70.68","","-","29 Jul 2026  29 Jul 2026","SAST (29(2))","-","Off Market"
"Trimurthi","Srinidhi Fine-Chemicals LLP & Narahari Belide","Other","Acquisition","2026-08-06","2100000","11202000","2.93","","-","09 Jul 2026  09 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"Nitco","Vivek Talwar","Promoter","Acquisition","2026-08-06","6504065","55023806","2.70","","-","23 Jul 2026  23 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"Nikki Global Finance","Kamal Kishore Chaurasia","Promoter","Disposal","2026-08-06","91498","-","2.68","","-","29 Jul 2026  29 Jul 2026","SAST (29(2))","-","Market"
"Novartis","WaveRise Investments Ltd & Others","Promoter","Acquisition","2026-08-06","17450680","17450720","70.68","","-","29 Jul 2026  29 Jul 2026","SAST (29(1))","-","Off Market"
"Parnax Lab","Ila B Shah","Promoter","Disposal","2026-08-06","361872","1000000","3.15","","-","20 Jul 2026  20 Jul 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Nureca","Payal Goyal","Promoter","Disposal","2026-08-06","2059928","-","21.59","","-","02 Jul 2026  02 Jul 2026","SAST (29(2))","-","Transfer"
"ABC Gas Intl","Abhishek Ashvinbhai Kamdar & Abhishek Ashvinbhai Kamdar HUF","Other","Disposal","2026-08-06","1082791","3992047","2.93","","-","07 Jul 2026  24 Jul 2026","SAST (29(2))","-","Market"
"Oasis Securities","Rajesh Kumar Sodhani & Others","Promoter","Acquisition","2026-08-06","19937054","33120799","43.11","","-","13 Jul 2026  13 Jul 2026","SAST (29(2))","-","Rights Issue"
"Parnax Lab","Mihir Shah","Promoter","Acquisition","2026-08-06","377355","1518605","3.28","","-","21 Jul 2026  21 Jul 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Trimurthi","Gattu Gnana Prakash & Others","Promoter","Acquisition","2026-08-06","100000","600000","0.35","","-","09 Jul 2026  09 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"Nureca","Saurabh Goyal","Promoter","Acquisition","2026-08-06","3219113","6497169","33.74","","-","02 Jul 2026  02 Jul 2026","SAST (29(2))","-","Transfer"
"Nintec Systems","Niraj Gemawat & PACs","Promoter","Acquisition","2026-08-06","6500","3425366","0.04","","-","29 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"PB Fintech","HDFC Mutual Fund","Other","Acquisition","2026-08-06","129068","23206588","0.03","","-","14 Jul 2026  14 Jul 2026","SAST (29(1))","-","Market"
"Parnax Lab","Baiju Shah","Promoter","Disposal","2026-08-06","377355","951906","3.28","","-","21 Jul 2026  21 Jul 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Sampann Utpadan","Sachin Agarwal","Promoter","Acquisition","2026-08-06","800000","9275837","1.64","33.9","27,120,000","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Conversion of security"
"Omax Autos","Ravinder Kumar Mehta","Promoter","Disposal","2026-08-06","10000","220000","0.05","190.2","1,901,792","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Sale"
"Sacheta Metals","PRANAV SATISHKUMAR SHAH","Promoter Group","Acquisition","2026-08-06","13000","11371499","0.01","3.8","49,920","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Purchase"
"Omax Autos","Ravinder Kumar Mehta","Promoter","Disposal","2026-08-06","10000","230000","0.05","184.8","1,848,085","31 Jul 2026  31 Jul 2026","Insider Trading","Equity","Market Sale"
"Sharp Investments","CARAVAN VYAPAAR PVT LTD","Promoter Group","Disposal","2026-08-06","1060770","0
                
                
                    (0%)","0.44","0.3","367,825","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"AAA Technologies","ASHOK KUMAR CHORDIA","Promoter","Acquisition","2026-08-06","641340","645927","5","74.1","47,497,640","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Off Market"
"AAA Technologies","JYOTIRGAMYA ADVISORS PRIVATE LIMITED","Promoter","Acquisition","2026-08-06","3768660","3815129","29.38","74.1","279,106,960","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Off Market"
"Thangamayil Jewellery","THANGAMAYIL GOLD AND DIAMOND PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-06","3600","1702113","0.01","4810.6","17,318,295","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Purchase"
"CCL Products","CCL OWNERSHIP TRUST","Connected Person","Acquisition","2026-08-05","100","100","0.00","1143.0","114,296","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Purchase"
"HCL Technologies","Shashidhar Krishnamurthy","Designated Person","Disposal","2026-08-05","500","154803","0.00","1355","677,500","31 Jul 2026  31 Jul 2026","Insider Trading","Equity","Market Sale"
"HCL Technologies","Shashidhar Krishnamurthy","Designated Person","Disposal","2026-08-05","2000","152303","0.00","1354.5","2,709,046","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Sale"
"Mahip Industries","RAJEEV GOVINDRAM AGRAWAL HUF","Promoter Group","Disposal","2026-08-05","120000","1675960","0.62","17.4","2,091,312","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"HCL Technologies","Shashidhar Krishnamurthy","Designated Person","Disposal","2026-08-05","500","154303","0.00","1350","675,000","03 Aug 2026  03 Aug 2026","Insider Trading","Equity","Market Sale"
"GAMCO","RASHI GOENKA","Promoter Group","Acquisition","2026-08-05","10092","1545631","0.02","49.9","503,273","31 Jul 2026  03 Aug 2026","Insider Trading","Equity","Market Purchase"
"Kaiser Corporation","Pask Holdings Private Limited","Promoter","Disposal","2026-08-05","1584820","1716365","3.01","6.3","9,911,503","03 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"AAA Technologies","ANIRUDH VENUGOPAL DHOOT","Promoter","Disposal","2026-08-05","1102500","0
                
                
                    (0%)","8.60","74.1","81,651,150","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Off Market"
"Dr. Lal Pathlabs","Dr. Lal PathLabs Employee Welfare Trust","Other","Disposal","2026-08-05","11452","594798","0.01","391.5","4,484,000","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","MRINAL KAPOOR","Designated Person","Acquisition","2026-08-05","2000","2000","0.00","573.1","1,146,200","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"AAA Technologies","VINEET VENUGOPAL DHOOT","Promoter","Disposal","2026-08-05","1102500","0
                
                
                    (0%)","8.60","74.1","81,651,150","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Off Market"
"Dr. Lal Pathlabs","Abhishek Maini","Designated Person","Acquisition","2026-08-05","1000","1000","0.00","1087.5","1,087,470","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Abhishek Aggarwal","Designated Person","Acquisition","2026-08-05","1250","1250","0.00","581.0","726,273","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"AAA Technologies","SHOBHA VENUGOPAL DHOOT","Promoter","Disposal","2026-08-05","1102500","0
                
                
                    (0%)","8.60","74.1","81,651,150","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Off Market"
"Dr. Lal Pathlabs","Pushkal Mishra","Designated Person","Acquisition","2026-08-05","1500","5500","0.00","325.0","487,515","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Abhishek Aggarwal","Designated Person","Disposal","2026-08-05","1250","0
                
                
                    (0%)","0.00","1908.1","2,385,174","03 Aug 2026  04 Aug 2026","Insider Trading","Equity","Market Sale"
"AAA Technologies","VENUGOPAL MADANLAL DHOOT","Promoter","Disposal","2026-08-05","1102500","0
                
                
                    (0%)","8.60","74.1","81,651,150","04 Aug 2026  04 Aug 2026","Insider Trading","Equity","Off Market"
"NCL Industries","Vikram Chemicals Pvt Ltd","Promoter","Acquisition","2026-08-05","8911","13611","0.02","","-","29 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"NCL Industries","Blue Valley Developers (P) Ltd","Promoter","Acquisition","2026-08-05","7000","226485","0.01","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Inter-se Transfer"
"NCL Industries","Kalidindi Ravi","Promoter","Acquisition","2026-08-05","6189","3170892","0.01","","-","29 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"NCL Industries","G T Sandeep","Promoter","Disposal","2026-08-05","17000","44722","0.04","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Inter-se Transfer"
"NCL Industries","NCL Holdings (A&S) Ltd","Promoter","Acquisition","2026-08-05","10000","310000","0.02","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Inter-se Transfer"
"Xpro","Central India General Agents Limited","Promoter Group","Disposal","2026-08-05","22500","858000","0.10","1163.0","26,167,525","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Xpro","Birla Holdings Limited","Promoter Group","Disposal","2026-08-05","2001","247974","0.01","1189.0","2,379,190","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Xpro","Janardhan Trading Company Limited","Promoter Group","Disposal","2026-08-05","9750","120000","0.04","1152.0","11,232,179","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Xpro","Birla Eastern Limited","Promoter Group","Disposal","2026-08-05","10750","16850","0.05","1175.8","12,639,740","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Xpro","iPro Capital Limited","Promoter Group","Acquisition","2026-08-05","45001","4455000","0.19","1167.0","52,517,031","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Naturite Agro ","Y Siva Dharma Teja","Other","Disposal","2026-08-05","140710","15452","2.66","","-","17 Jul 2026  17 Jul 2026","SAST (29(2))","-","Market"
"Naturite Agro ","Y Siva Dharma Teja","Other","Disposal","2026-08-05","191642","273022","3.62","","-","10 Jul 2026  10 Jul 2026","SAST (29(2))","-","Market"
"Navin Fluorine ","SBI Mutual Fund","None","Acquisition","2026-08-05","47160","2567617","0.09","","-","03 Jul 2026  03 Jul 2026","SAST (29(1))","-","Market"
"Naturite Agro ","Y Siva Dharma Teja","Other","Disposal","2026-08-05","137331","650783","2.59","","-","24 Jun 2026  24 Jun 2026","SAST (29(2))","-","Market"
"NCL Industries","Kalidindi Ravi","Promoter","Acquisition","2026-08-05","20000","3117444","0.04","","-","05 Jun 2026  05 Jun 2026","SAST (29(2))","-","Inter-se Transfer"
